review,rating
"""Awful medication. I was only prescribed 6 tablets to take and if I&#039;d read on here about them, I would have stopped after the first 1.
Horrific headaches straight away, constantly nausea so much so I could barely eat to take my next tablet, drowsiness where I&#039;m bumbling about my flat constantly, heat sweats, skin sensitivity. My neck is unbelievably sore making my headaches much worse.""",0
"""I had a bad attack of IC, and could not get a bladder irrigation for a few days, so took Uribel.It eased the pain. When I went for my normal swim, I could not catch my breath. I had brachycardia. I stopped taking the meds after a few days because the feeling of not being able to breathe properly was worrying me. It&#039;s 5 or 6 days since I stopped taking it, and when I swam again, the situation was even worse. Tagamet is the only other medicine that has done this to me. I have to keep struggling, even now, sitting at home, to get enough of a breath. I wish the medicine would stop affecting me. I looked online to see what to do, or if brachycardia was listed as a side effect, but it isn&#039;t. I am wondering what I should do to get back to normal.""",0
"""Synthroid by itself was not effective.  It is of great interest to me that so many other people have had the experience of being told by a physician that everything is fine while everything was, decidedly, NOT FINE!  (making long story short due to length restriction. Details need space.)  Large dosage of Synthroid ineffective, nurse practitioner certain nothing wrong, physician A dosage is ok but maybe a small bump, small effect for short period then return to prebump effect, concerned that observation due to psychological rather than physiological waited, physician B does further workup, physician B sees most of Syntroid dosage going to reverse T3 (physiologically ineffective) adds Cytomel, the improvement was immediate; not psych.""",1
"""This medication has pretty much saved my sanity. Got diagnosed with migraine 2 years ago after having one so bad doctor thought I was having a stroke. Started off getting migraines at 4 or 5 a month but am now up to 9 in a 13 day period so am being investigated for triggers etc but zolmitriptan has been amazing every time. Guess I&#039;m the lucky one not getting side effects per se but I already suffer from CFS/ME so wouldn&#039;t notice extra fatigue anyway. I get this on a UK prescription at 12 tablets each time so maybe &pound;UK18.00 per month.""",1
"""I am 22, no prior children, I have endometriosis &amp; was told Mirena was the best option. The implementation process was hell. The worst pain I have ever been in. I fainted &amp; had to have a friend pick me up. I left it in for 10 months. Within those 10 months I&#039;d gained 18 pounds (on a 5 foot tall person that&#039;s horrible), I was moody, had the worst cramps, hair loss, acne, horrible headaches, the appetite of a sumo wrestler, &amp; didn&#039;t want to do anything. I felt lazy and borderline depressed. They don&#039;t tell you those side effects for obvious reasons. Yesterday I finally had it removed. Being traumatized by having it put in I about made myself sick with nerves. The removal was quick and painless and I already feel like myself again.""",0
"""I have a friend who had taken ambien for years without any problems. For whatever reason he had an episode where he took his pill and then remembers nothing until he was at the police station. He had drank three beers (which he only knows because that&#039;s all that was in his frig) then proceded to drive (!!) and ended up crashing into another parked car. This is scarey stuff, eh? It works wonderfully, but I surely wouldn&#039;t want to have a blackout and end up driving. Is there any class action suit against this drug? I&#039;ve heard of the other stories -- walking naked in the winter cold, eating while sleeping, and then my friend&#039;s experience.""",1
"""Excellent anti-inflammatory/NSAID. Worked well on a sprained big toe that caused swelling in that area. It works better than the store brand generic. I know people claim they are the same, but I can tell the difference.""",1
"""Best benzodiazepine out there for extreme anxiety,panic attacks and social anxiety.""",1
"""I had an awful experience with this medication. It hardly cleared my acne and made me have a menstrual cycle every two weeks!""",0
"""I love Mirena. I am 20, and have no children, but I had it inserted about a year and a half ago now. The insertion process was quite painful, and I had cramps the rest of the day. But since then, I have not had a period, or even any spotting. The only down side is that I have gained about 25 lbs, but with some strict dieting the weight is starting to come off slowly. Overall, I love it!""",1
"""I have been using Tri-Sprintec for a few months, before that I was on Ortho Tri-Cyclen Lo. I used Ortho for a few years but had to change due to switching insurance companies. I was a little bit hesitant to use Tri-Sprintec at first due to the previous reviews that I read about. My experience has been very good. I haven&#039;t had any break outs, weight gain or emotional problems. I have had an increase in breast size and tenderness but the tenderness wasn&#039;t too uncomfortable. Usually when I switch birth control, I have a cycle for at least a month and a half but not this time around. I had no break through bleeding. I have had light and regular cycles, which is the purpose of me being on birth control. I would definitely recommend Tri-Sprinte""",1
"""Is not strong enough""",0
"""I have previously taken Doxycycline before at the age of 14 due to acne and I found it really effective for about one year, afterwards I went on a course of Roaccutane for 6 months and my skin was crystal clear. About one year ago my skin started to break out again. Really bad breakouts and in such noticeable places. I am 18 now and I have started on a course of Doxycycline again and this is my first week of treatment, I am already noticing results. I have had a few small breakouts but nothing like before. My skin is healing quicker and the redness is slowly going away. I expect to see better results around the one month stage but so far I am happy with my results.""",1
"""I have been on this pill for a month and a half after my pharmacy gave it to me, I called to say you gave me the wrong pill (Junel Fe 24 is what I was on) and they said the manufacturer changed but this is the SAME birth control. It&#039;s manufactured in India. In a month and a half, I have gained 7-8 pounds. I am very athletic, I eat a plant based diet, I work out, I sit as a job but that hasn&#039;t made me gain weight like this. I amannoyed. I worked for 9 months to lose 30 pounds, now I am gaining weight for no reason, crying all the time for no reason, self doubting myself and my poor boyfriends love for me, AND BREAKING OUT which is why I got on birth control in the first place.""",0
"""I was given propofol 3 years ago when I had total joint replacement surgery, and it was a very positive experience.  The onset of sedation was almost immediate.  I remember talking to one of the nurses in the operating room, and the next thing I knew I was back in my hospital room feeling awake and as though nothing had happened.  In fact, I kept asking the nurse if she was sure I had already had the surgery.  Another very positive aspect of propofol over other anesthesia was that I didn&#039;t need a breathing tube, because I was breathing on my own during the operation.  I plan to request propathol sedation in the future if I should need any other surgery,""",1
"""Everyone reacts to drugs in different ways however I will never again take bactrim. I started feeling tired and got a bad headache the second day after taking it. That same night was even worse... I felt nauseous, my head hurt even worse, and all I could do was cry. I felt like I wasn&#039;t even in my own body. The medicine definitely messed with my head. It was the worst feeling ever. Now I know to never take bactrim or any other sulfur drugs!""",0
"""Day 8. I have had the most severe sinus/double infection of my life and this medication has helped tremendously! I was worried it wasn&#039;t working at first but by day 5, I felt so much better!! On the down side, I have terrible headaches almost all day. I&#039;ll skip a day then the headache is back. Ibuprofen helps a little bit not much. Dizziness is terrible also. I have a little confusion and frustration at times. Its not too bad. Just the AWFUL headaches but I remember how bad my infections were before this medicine and it&#039;s worth it. Slight diarrhea but no big deal.""",1
"""Over priced for what is essentially 4 Advil with a Pepcid.""",0
"""I have been suffering from panic attacks since 2008. One day I was just chatting on the phone with a friend when out of nowhere I felt like there was an elephant sit on my chest, meaning to say that i was experiencing chest tightness. Then I started breathing faster and I didn&#039;t know then what I know now, that that fast breathing is called hyperventilation. Then that symptom led to my heart beat going faster and then that led to me feeling like i was losing control and I had to have a friend take me to the ER which was down the street but it felt like it took me hours to get there. Time really slows down during these attacks, and life just seems so unbearable. Anyway, doc put me on .05mg Klonopin in 2008 and it has worked wonders since.""",1
"""I have used Qysmia since January along with a low carb diet, and as of today I have lost 44 pounds.  The medicines assist with keeping me from being hungry, and craving foods that I would generally binge on like sweets. I really am pleased with this medication.  The only side effects I have incurred are some constipation, which I always had issues with. I use Miralax to aid with that. I only have a few more pounds to lose to reach my goal, but the medicine has really been a help.""",1
"""The first day I took Tamiflu I Felt a little better, I took it after I ate a soup and a bowl of jello, and I didn&#039;t have nausea or vomiting. 
The second day after I took the morning capsule (3hrs after), I felt very good and stay like that the rest of the day, a couple hrs ago took the night capsule after I ate dinner and I didn&#039;t feel any nausea or vomiting. Remember I ate a big bowl of jello.
I really can say Tamiflu is helping me to fight all the severe  symptoms of the Flu,  and I will continue taking it for the next 3 days of the treatment....
I will letting you know my experience after the 5 day...""",1
"""Pregabalin for me was miraculous. On the first dose (75mg three times a day) my anxiety was reversed. I really thought this was too good to be true. I have tried Prozac and lorazepam at different times of my life. But as is commonly known, after the fourth or fifth trial of SSRIs, they &quot;peter out&quot; and actually become counter productive, even in some cases causing serotonin syndrome. But about two years ago, I was in a very stressful marriage break-up and was taking benzodiazepines to keep the lid on the anxiety, with little effect. The GP respected my wish to try Lyrica. I was and still am, after two years, astounded by this transformation. I feel like I always felt I should feel. A cessation of anxiety and a sense of well being pervades. """,1
"""Took zithromax (one single liquid dose) DID NOT WORK . Then 10 days later took it again DID NOT WORK. ***after seeing the reviews here, Took Doxycycline 200mg a day for 10 days &ndash; DID NOT WORK? Any suggestions?""",0
"""I tested poz on feb 8. 2008 i didn&#039;t start Atripla till 2013 my v_load was 450...cd4..was97.000...within 30days i was undetectable cd4..1400...been on this medicine for three years now an i only have short term memory lost just of little thinks i love this medicine im alive healthy an also have good people in my corner thanks Atripla your tha best""",1
"""Today is my third day with flagyl for BV. I do have a weird taste in my mouth, when I brush my teeth and eat. To prevent yeast infection I eat yogurt, and take a probiotic powder packet that&#039;s fizzy and you mix into water like an emergen-c packet. I also wear long dresses and nightgowns around the house without undies to help with air flow which heals and prevents yeast infections. It&#039;s my health and going commando , taking flagyl, and drinking water to dilute the concentrated urine, all have been helpful in stopping side effects.""",1
"""I was diagnosed with severe painful and silent migraines a few months ago, but the neurologist said I&#039;ve most likely suffered from silent migraines my entire life (I&#039;m 17 by the way), but recently they have started getting painful. Imitrex was the first medication I was put on. I was excited to start feeling better, but imitrex made me feel awful. I suffer from extreme nausea before, during and after a migraine and it&#039;s completely life ruining. I&#039;ve tried imitrex many times, in hopes of it finally working. Every time I&#039;d take it, I&#039;d get a horrible burning in my throat, and my migraine would worsen. It didn&#039;t help nausea, aura, pain or any other migraine symptoms I suffer from. I&#039;ve recently been put on another medication that&#039;ll hopefully work.""",0
"""I have been on depo now for about two years and have had nothing but negative side effects. The only positive thing about depo provera is that you don&#039;t have to worry about missing a pill. I&#039;ve suffered major headaches, weight gain, mood swings, hot flashes, irregular bleeding, cramping, breast pain, and change in sex drive. I thought this would be a great option for me because I wasn&#039;t always on top of taking birth control pills. After trying depo out for two years, I have finally decided that all these symptoms are NOT worth it. If you plan on getting the shot, do your research and know the symptoms that it comes with.""",0
"""Very positive experience, I have tried Wellbutrin, Celexa, Pristiq, Cymbalta, Effexor and Prozac (Fluoxetine) is the only one I can take with no side effects.. All others I had to stop early on because of unbearable side effects. Fluoxetine makes me feel better but only at a lower dose. If I take 20mg or over I feel lethargic.  Give it a try!""",1
"""I was recently prescribed generic form of Ritalin for Aspergers/lack of focus issues. I am in my low 40s and used Meth recreationally for years, although I gave that up thankfully, a while back.  This is the third pill I have taken and I assure you, the effects of this drug mimic, in many ways, taking a moderate amount of Meth, although not as strong. However, I realize that it affects different people, different ways based on their chemistry. I am not sure I will take it all the time but it does give me energy and new focus, I was lacking. I can see how this drug could be addictive to some people. But it is extremely expensive.""",1
"""I am 34 years of age male and for years since 2003 when I was just 21 years of age started feeling really depressed and started suffering with anxiety but prior in the build up to this I had also suffered from depleted sex drive foggy memory moods swings low energy always needed an afternoon nap to get me through the day no matter how much sleep I had.

Any way I had been going docs for years I was prescribed Citalopram which did 90% eradicate the anxiety and definitely the depression but I still suffered with the other symptoms. I always told them how I felt had tests for diabetes checked my thyroid etc all come back clear.

Long story short found out I had a pituitary tumour and took Carbegoline and everything cleared up felt great!!!!!""",1
"""I lived with severe psoriasis for almost 10 years. It covered almost 90% of my body. I&#039;ve tried every medication available - methotrexate, Raptiva, and several others. Remicade has been a mircale for me. Short sleeves, clean scalp, no psoriasis. It has changed my life with an infusion for a couple of hours every other month. I live with confidence again.""",1
"""Was not hungry for hours, worked the same as Percocet 10 or Vicodin 10. Did give me bossy attitude.""",1
"""Good.""",1
"""I had such high hopes for Strattera, but it was completely ineffective and actually made my condition worse. I wanted it to help me focus on work: sending emails, making phone calls, generally being able to work at a computer and other things. I started at 40mg a day, and found myself slightly more tired. I raised it to 60mg a day and seemed to get more tired and less motivated to get anything done. Finally I went to 80mg and still no help with focus. I just found that I was lethargic, unmotivated and tired. I took naps and lazed around, but didn&#039;t get as excited about things as I had before the medicine. My job requires creativity, and it&#039;s hard to be creative if you&#039;re not excited about it. So I actually became LESS productive.""",0
"""expensive""",1
"""I have 4 slipped discs and a self fusing spine and I&#039;m only 36. I have terrible OA in my spine that&#039;s hereditary. I failed epidural injections. The nerve pain kept me in bed crying most days and I couldn&#039;t be a wife or mom. I started on Norco, then moved to Ocycodone. They added neurontin and nothing took care of the burning shooting pain that was at the base of my skull and down my left arm. I got interminent relief for one year. I changed doctors and they put me on Nucynta ER 250mg once a day! I can honestly say I am pain free. I only take this and an anti inflammatory. I will say the consistent side effect is Nausea Vomiting and no appetite. I don&#039;t mind it as I&#039;m finally pain free and I just eat small meals!""",1
"""As I live in Australia minocycline is cheap - it only costs $10 for 60 pills. I was diagnosed with papulopustular rosacea by a dermatologist. I&#039;d always had a slight redness on the cheeks and slight redness under the skin of my nose but over a 6 week period many tiny pustules emerged and the redness got worse. Went to a dermatologist and he gave me the diagnosis and prescribed Soolantra indicating that it would take weeks/months to work. I didn&#039;t want to wait that long so I did extensive research on the internet and made the decision to ignore him and go to a GP and go on Minocycline 2 days later. Best decision I ever made. The Minocycline at 50mg a day made the pustules go away in only 2 weeks and the redness has significantly decreased.""",1
"""I hate this drug. My Dr. put me on 25mg per day. It makes me light headed, run to the toilet every hour, constipated, and causes leg cramps. I don&#039;t know why he added a new drug instead of just upping the dose of Losartan.""",0
"""I use intelence with kivexa for 2 yrs now. I developed stomach pain and irritable bowel after 9  months of using it.
Less side effects than Isentress.""",1
"""I was diagnosed with Bipolar disorder about 6 years ago and had my share of trying different medications to get it under control. After multiple trials with medicines my doctor finally found the right combination for me (Lexapro, lithium, (Depakote had sexual side effects), Synthroid, trazodone at night, multivitamins and B-1 vitamin). This combination worked great to get my mood swings under control. Once my mood swings were under control, I started having extreme anxiety attacks. I was then diagnosed with anxiety disorder as well. My doctor prescribed 0.75 mg Klonopin 3 times a day, as needed and it is a lifesaver. Klonopin knocks my anxiety down within 15 min. I have been taking it for 3 yrs with great results.""",1
"""After 15 years of Prostate Problems many Biopsies. PSA 139 had acute Urinary Retention and Catherised (not getting Catheter in, bleeding. Put on Duodart slight Improvement, nocturnal from ten times to about 4 to 5 times, very dizzy.""",1
"""I&#039;m so all over the place with this birth control. I&#039;m 19 years old, and currently started on my 2nd month. During the first month I had severe mood swings with extreme bought of depression and rage. To the point if someone accidentally bumped into me at the store, I wanted to engage in a physical altercation. My acne was also increasingly horrible for about a week. However, now my mood has stabilized (except I&#039;m still susceptible to depression easily) as well as my acne. BUT I HAVE STARTED LACTATING! Yes, lactating. I have had the breast tenderness throughout being on the pill but yesterday I actually started noticing milk out of one of my breasts so far. I&#039;m so concerned. This is not something I was warned about.. I&#039;m not sure what to do""",0
"""I developed anxiety attacks, as many do after a Total Thyroidectomy.  I suffered for a year with inadequate thyroid treatment and all the awful things that come with it. Then developed panic/anxiety attacks.  They would last 6 or 7 hours at a time.  I would barely feel better and then I got another. Ativan helped in 15 minutes. I&#039;ve been taking it for two months and it has given me back the small part left of my post-thyroid life. Thanks to my thyroidectomy, I will never be well again.  But at least I don&#039;t have panic attacks.""",1
"""I&#039;ve been taking this for about 2 months now.  I&#039;ve lost 14lbs on it and it seems as if I&#039;m tapering off on weight loss so I may have to move up to the next dose.  At first I had the nasty metal taste in my mouth, so much so that I carried a bottle of mouthwash around with me!  Could hardly stand it.  But now, I don&#039;t have it at all.  The side effects did taper off altogether.  I find the medication very helpful along with working out.""",1
"""I love Nuvaring. The first birth control I ever used that is no hassle, no major side effects, well some minor is the vaginal infection (but plain yogurt with active culture will do the job and take care of it) and yes it does decrease your sex drive. I don&#039;t have mood swings and no weight gain. I love it and will stick to using it.""",1
"""My child has been on Abilify for a while now and we have not noticed any changes really. He still has aggression, self injurious behavior, and extreme levels of impulsivity. I can&#039;t take him out in public because he randomly hits people especially small children. If he is prevented from harming others he starts hurts himself until we have to restrain him. He has callouses on his wrists from biting and hitting his mouth repeatedly. The doctor has already increased his Abilify up to 10mg twice a day and he&#039;s on Clonidine 0.1mg 6 x&#039;s a day, Concerta 54mg a day, Ritalin 10mg a day, and Vistarel 100mg a night and melatonin at night. It&#039;s like he is on nothing though. I am terrified to take him off because it might make him worse. I&#039;m so lost.""",0
"""Shingles in my scalp in 2009. Started off using 75 mg twice daily. I am now taking 150 mg twice daily. The Lyrica was/is a lifesaver, since I also have migraine, sinus, tension headaches. I seldom have the migraines anymore. My problem is that my scalp continues to get irritated if I comb it or use any kind of lotions, gels, moisturizers, oils or sprays on it. Concerned about the weight gain, but overall, satisfied with Lyrica.""",1
"""Great! Works wonders for oily skin and hormonal acne.  A bonus is that it helped make me 10lbs lighter. """,1
"""I loved it!!!!""",1
"""I have suffered from severe anxiety (GAD) and was taking more and more Klonopin as time went on.  I am very sensitive to medication and have tried many different SSRI/SNRI&#039;s through the year with horrible side effects.  Finally, I had DNA testing to see what I would respond to and the result was Pristiq.  I started it several months ago in a small dose (I split the pills even though they say don&#039;t do this) and within a few days my anxiety literally went away.  I was able to cut my Klonopin in 1/2 over a two month period.  The first week or two I was extremely tired but that passed.  The only side effect I get from time to time is migraines.  It still amazes me that my anxiety has disappeared.  I no longer keep Klonopin in my  pocket!""",1
"""Works great to control my migraines it cut the frequency in half. Before starting this medication I would suffer migraines 3-4x/week. And the days that I didn&#039;t have a migraine, I still felt &quot;foggy&quot;.  However after only 6 weeks on it I gained 30 lbs, had urinary retention.""",1
"""I&#039;ve been taking Ambien for many years. The first year, I was prescribed 10 mg nightly. I had experienced a &quot;deep sleep&quot; and through the entire night. For the first time in my life, I didn&#039;t feel exhausted the next day. Then my dosage was changed to 5 mg, which was tough! My tolerance to the higher dose made it not work. My Dr. gave me something different to substitute while my body adjusted. It&#039;s not been 2 years, that I&#039;ve been taking the 5 mg. I also take Adderall XR @ 20 mg daily and 20 mg of Prozac. During the last 6 months, I&#039;ve had difficulty with memory. Being able to recall things I read, appointment times, things people had said to me. I am 52 years old, and I understand that comes with age. But has anyone had similar problems?""",1
"""I lost a family member, was on last semester of college, working part-time and the mild depression I had became a severe problem. I had dark thoughts and did not wanted to associate with anyone. Quit my job and had to apply for public assistance when my depression became a serious problem. I am now taking Wellbutrin XL 150 mg a day since May 11 and at first I had dry mouth but it only lasted a month. I have not lost weight and my appetite is good. I am feeling much better but I think that one pill is not enough. Psychotherapy is also another help that goes hand by hand. Also I stop smoking a month ago. I also had to improve my life style doing exercise a few times a week, meditation, aromatherapy and eating habits.""",1
"""I&#039;ve had this birth control for a year now and at first things were going good, I only had a period once and never had one since but now I have super bad anxiety, I would constantly think I was pregnant, would waste my money on pregnancy test even though I am NOT pregnant and my depression was very bad and honestly , I really don&#039;t think it&#039;s worth it at all. I&#039;m getting it removed tomorrow and I most likely am going to have to be in therapy.""",0
"""I always used Yasmin but from my home-country and actually lost weight for almost 2 years. Once I got in the U.S last October I had to switch pills to the Yazmin from here and the pharmacy actually gave me the generic brand, Ocella. Awful for me. Switched to the actual Yasmin but same thing, I gained around 40 pounds in less than 6 months and even stopped at the ER because of Ocella. Aviane was prescribed last month and its the best pill I took since I arrived here. Pretty much back to normal except for the extra pounds that its been easier to lose now, way less hormones than the other pills. I love it! Oh and sex drive increased 100%.""",1
"""I have been on Femara for almost a year. At first I had nearly constant hot flashes/night sweats. Was started on Effexor with nearly immediate relief. Have had increasingly painful joint and muscle pain, especially in my knees. Nothing seems to be helping much with that and it has been a major detriment to my quality of life. Have recently added Magnesium, Fish Oil and Glucosamine/Chrondroitin to the Calcium and D3 I had been taking. Hopefully this will ease the joint stiffness and pain. I am 52 and some days feel 92. Still I am cancer free so far, so I will continue to take Femara.""",1
"""I only had 2 SHOTS!! Been bleeding non stop for 6 months straight! I&#039;m off the shot now for over 11 days and still bleeding, have a gyn appt. Scared what could it be???""",0
"""I was prescribed Bactrim for a bacterial skin infection under my arm. I get infections easily and am often on all kinds of antibiotics. Many bother me, but I have not had any problems at all while on Bactrim. And the skin infection has been clearing up very well (I&#039;m almost done with the medication.) I&#039;m very happy with this medication.""",1
"""My asthma&#039;s been getting worse every year, and spring allergy season is the worst. I got on Singulair three weeks ago and it&#039;s completely changed my life. I haven&#039;t needed my Albuterol at all in the last two weeks. I can breathe free and easy. For the first time in years, I&#039;ve been able to walk to the store without wheezing. I wish I&#039;d gotten on this a long time ago, but until recently I couldn&#039;t afford the prescription cost. I&#039;ll really be happy when a generic is available.""",1
"""I started Saxenda on 2/19 weighing 247.6 lbs, 6 weeks later I&#039;m at 228, 19.4 lbs gone. I lost the first 10 like in 2 weeks, then lost about 2.5 lbs a week after which is good to me! I try to stay within 1200-1400 calorie daily intake and I have gone over that amount a couple of times. Side effects were minimal, mostly heartburn, especially if I eat late, so now I just don&#039;t eat late, easy fix to that. I pay $30 per box with insurance and the Saxenda coupon, i would recommend this to anyone struggling to lose weight.""",1
"""I have severe psoriatic arthritis and I&#039;ve had it since I was 18. I&#039;ve been on remicade for almost 10 years and I have almost no pain. My joints get a little stiff close to my infusion but that&#039;s it. It is my miracle drug and I owe my life to it. I would be crippled without it.""",1
"""I&#039;ve been taking Viibrid for 5 weeks, and my mood seems to be much more stable. It&#039;s nice to not have constant feelings of despair. The one problem it&#039;s giving me is extreme nausea and vomiting. Even so, the positive effects from Viibryd are great and I&#039;m more than willing to keep taking it despite all the nausea.""",1
"""I have been taking adderall for quite some time but this month I went to CVS and got my normal 10mg, took them and felt NOTHING by the end of day I had taken 60mg, way more than normal and felt NOTHING but a headache. Got my dr to switch the script to 20mg went back and got a faded looking orange pill with U30 on it, first of all it was all crumbly then it was BITTER instead of the normal sweet taste, I have taken 60mg again and I&#039;m about to fall asleep!!! CVS must know they are selling rubbish!!! Next month I won&#039;t fill unless I make sure its not from these people!!""",0
"""I cannot believe how amazing this medicine has been for my cystic acne. I have tried monocycline, doxycycline, prescription topical creams, NOTHING worked. I finally decided to ask my doctor about Bactrim. I have been completely cyst free since October. This is a record amount of time for me to have NO cysts! I have had, maybe three pimples. I&#039;ve had no side effects. The monocycline gave me horrible joint aches (to the point where I&#039;d almost cry they hurt so bad). So far I have had absolutely NO side effects. It&#039;s wonderful!""",1
"""I&#039;ve been on 25 mgs. of Atenolol for 10 years.  Have heard in recent years, that after such time  They are finding IF you&#039;re over 60, you should consider switching to another BB.  That supposedly it (atenolol) loses it&#039;s effectiveness.  Well when you start researching ALL the beta blockers currently on the market?  You will find that most of them have side effects far more than Atenolol, and while I haven&#039;t had any real symptoms, I&#039;m guessing I should &quot;stay put&quot; with Atenolol unless it fails to do the job in the future.""",1
"""Today I started my prep at 4pm as instructed. I then drank a container of broth 32 ounces, ginger ale, and water.  Way more than the &amp; cups I was prescribed. All this caused was nausea and stomach cramps.  Not one BM.  Second dose at 8pm.  Already up to 40 ounces of fluids. I feel bloated. Nothing else.  I haven&#039;t eaten in 24 hours.   Thankfully it was a sample.""",0
"""Has seemed to keep a-fib occurrences down but upsets stomach sometimes. Hate having another med that I may have to take for the rest of my life.""",1
"""Very expensive,  $55 co-pay and I have been using this exactly as directed for 1 month on my pinky toe with absolutely ZERO results. My toenail looks exactly the same. There is no way the FDA has tried this out, probably fake results sent in by the makers of this medication.  Too many people are saying the same thing about this medication not working! It&#039;s time for a investigation into the matter.""",0
"""wow the side effects! I have never experienced acne like this before....I seriously break out all the time and I&#039;m 31 years old I wanted the 5 year plan but I&#039;m breaking out like I remember 7th grade""",0
"""I started this pill a couple months before turning 18, just turned 20, so about 2 years or so. I did notice the weight gain but I quit smoking at the same time so I don&#039;t really know what caused it. My periods don&#039;t exist anymore.  My doctor told me I can skip my placebos and never bleed. I still spot at random times of the year. Usually twice a year and it&#039;s very light to where I don&#039;t have to wear anything. I have noticed my mood swings getting pretty bad at certain times but overall the pill works great for me!  I haven&#039;t had any issues yet.""",1
"""Worked very well for my severe panic attacks. I&#039;ve used this med as a crutch for a couple of weeks until Prozac levelled me out. My concern was the severe dependency issues that come with prolonged usage. I took it once a day in the evening for about three weeks, I felt  like I was losing my sanity. Combination of Klonopin in the beginning and Prozac to level me out  worked very well for me.""",1
"""I just wanted to share my experience with the skipped period side effect that can happen with this pill. I have taken Plan b twice before this last time and had experienced no side effects those times. This time I took it the day after my period ended, When it came time for my next period to start there was nothing. I searched online and it seemed a lot of people posted about skipped period but never followed up to say if they got there period or not. I took 3 pregnancy test and all came back negative. I skipped 1 whole period and then the next month my period came right on time. So if you experience this same effect and your test come back negative, dont panic. See your doctor if you have to or just wait for your body to get back on track""",1
"""I was first put on abilify in 2004. It is very effective, and has been the most useful medication for me. I have developed gallstones, have a fatty liver and have high triglycerides. It is definitely not because of my diet. I was a vegan for 23 years and I am very strict with what I eat. I now have to get my gallbladder removed and I think it has to do with taking psychiatric drugs over the years. It is well noted now that abilify causes gallstones, a fatty liver and high triglycerides. I have been in constant pain for three months and just now, after 12 years of taking abilify, may discontinue the use and start something new. Overall, for the mood disorder this was highly effective and useful in treating my bipolar depression.""",1
"""This product does work. I used to sweat so bad it was not fun. I would never wear a white shirt because it would stain it, even my black shirts would get ruined because of deodorant, so I started buying bigger shirts so that they wouldn&#039;t touch my armpits. I could be freezing cold and still have sweat marks. So a friend of mine told me to try this product. I put it off for a few months then I just had enough, saw it in the drug store and said why not lets give this a shot. I noticed a difference after 1 night but did it for 3. The only complaint that I have with this product is how much it stings and burns. I try to make sure I don&#039;t shave my armpits the day I want to I put it on and I try to make them as clean and dry as possible. It&#039;s totally worth it.""",1
"""This worked great for my husband until he gave me his cold. I used this medicine and was somewhat relieved but had extremely uncomfortable gas and diarrhea. I thought I had a worse strain of virus and took the medicine again the next day. Within 45 min my stomach problems that had quit the night before returned with a vengeance. Dextromethorphan was the only ingredient I haven&#039;t used before without this reaction. Unless it&#039;s a new red dye allergy, I&#039;m never taking anything with this ingredient again.""",0
"""I have been on Contrave for a little over a month now and I have lost 7 pounds. Not gonna lie, I almost stopped taking it. The first 2 weeks I had severe stomach pains, each time lasting about 10 minutes, after the end of week 2, the pains stopped. I have no had the urge to drink coffee anymore, used to drink 3 cups a day. I am not eating as much, I used to eat a footlong sandwich from Subway, now I&#039;m lucky if I finish half. This is not a medication for people looking for rapid results. I am taking it day by day and so far I am happy with my results.""",1
"""After 2 days of taking this I got blurred vision.""",0
"""I was hopeful after reading all the reviews, but I was on 50mg for 2 days and could not bring myself to take it the third day. I was incapable of looking after my two young children, I was out of it and didn&#039;t even feel I could get in the car and drive, the simple task of cooking dinner seemed like a nightmare to me. Would have been interesting to see how long this lasted and see the wonderful effects I am reading about. Maybe when my husband is on holidays I might try again but being Christmas in 3 days, working and looking after kids I need to be clear headed. On the plus side I couldn&#039;t hardly eat and lost 2kgs.""",0
"""I started taking Wellbutrin about 3 weeks ago for depression.  I had been on Zoloft for the past 6 years and needed a change.  After the switch, I was more irritable.  Three days ago, I developed hives and swollen lips.  After my 2nd ER visit, I am back on Zoloft.""",0
"""I have been given this medication twice - once after surgery to deal with nausea/vomiting from the pain medicine and again for severe morning sickness from pregnancy.  It has been very helpful, however I have experienced severe constipation as a side effect.""",1
"""I was having hot flashes at least twice per hour and afer two weeks they were gone. I rarely get one now. I also wasn&#039;t sleeping at all, now I sleep like a rock through the night, I was also extremely moody, crying at the drop of a hat, that has decreased by at least 50% now. I&#039;ve been on Duavee now for about three months. I feel so much better!""",1
"""A very good medicine that works for my knee pain, sometimes I do have to top it up with Tylenol Arthritis. All in all I recommend it for osteoarthritis.""",1
"""This takes all the pain out of my neck and back""",1
"""Never again! After being on depo I was suppose to b an ideal candidate the first 6 months was ok bit moody but fine no weight gain but then something changed I was constantly bleeding and getting horrible hormone spots I normally have clear skin mood swings were increasing. After 14 months I decided to have it taken out and that was an ordeal they can b very tricky for the doc remove. So 3 anesthetics and a few stitches later its out. It&#039;s simply not worth the hassle""",0
"""Cloderm seems to clear up my elbows from all the peeling and bleeding from being so dry.""",1
"""Fentora, like Actiq, is a very fast acting pain medicine that starts providing relief within minutes. One of the advantages of Fentora tablets is that it quickly dissolves in your mouth, unlike Actiq, which is large and noticible.  """,1
