uniqueID,drugName,condition,review,rating,date,usefulCount
111451,Ledipasvir / sofosbuvir,Hepatitis C,"""Have now taken Harvoni for 32 days &amp; had some fatigue the 1st two weeks. Now I have no side effects at all.""",positive,10-Apr-15,47
19838,Pregabalin,Pain,"""For the past 3 years I have been dealing with nerve pain left from shingles in my neck. I have tried EVERYTHING for this pain including injections and narcotics. Nothing really helped unless I was a zombie. I am allergic to a lot of medications including Tegretol and Neurontin. So when my neurologist suggested I try this medication I was VERY skeptical. I have been on this medicaton for a week now. I started on 25mg twice a day and felt some relief. I thought it was in my head. Now I am on 50mg twice a day and I can&#039;t believe the difference. I am relieved I can finally get my life back. I am a mother of 2. I did not realize how much the pain had taken over my life until now.""",positive,29-Jan-09,27
49882,Gabapentin,Spondylolisthesis,"""First of my symptoms was sensitive to light I can&#039;t see have to wear Sun glasses in my house and outside saying that I can&#039;t not drive long distance vision way to blurry and legs give out not safe anymore... I had a convulsion affter feeling not needing air my legs gave out on me and I blacked out!!! I&#039;ve had many other episodes where my vision goes blurry then I can&#039;t see and my legs gave out needing assistance in getting to a couch!!! I&#039;m having trouble swallowing anything thinking chunky, I just went through esophagus xrays and testing they say it may be the medicine I can&#039;t eat rarely eat in dehydrated but don&#039;t wanna go back to Dr again.""",negative,12-Mar-16,6
31814,Miconazole,Vaginal Yeast Infection,"""I had a little burning was very minor I put the anti itch cream on the outside like I was instructed to do and I had no problem with itching any further....... I used the 3 day one and the second day I have absolutely no additional symptoms""",positive,6-Sep-15,3
48768,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;ve been taking this for 7 days and I can feel it changes me.  I feel somewhat depressed, breakout and angry all the time I hate it need to change it for something else ugh again!!!""",negative,29-Jan-17,6
213369,Nuvigil,Shift Work Sleep Disorde,"""I have been using Nuvigil for one week now.  It was working great in the beginning but after around the third day I got extremely tired around 12pm and all I wanted to do was take a nap.  I continue to take it thinking that this will change.  I only take 150mg, maybe I should ask the doctor to up the dose.""",negative,27-Aug-10,17
167138,Levonorgestrel,Birth Control,"""Hey ya&#039;ll! I wanted to share my experience since I looked at these religiously prior to going. I got Skyla yesterday around 2 o&#039;clock. I took 800 mg of ibuprofen around 1:15, prior to my appointment. When I went in the entire experience was an absolute breeze. She walked in, told me the risks, set up, and inserted Skyla, all within 7 minutes. I felt a slight period type cramp when she used the sound to measure my uterus, and then a another cramp when she inserted Skyla. The cramp on both occasions did not last longer than thirty seconds. I felt absolutely fine after and even went out to dinner and to a professional baseball game! Everyone is different but don&#039;t worry too much - you&#039;ll do great!""",positive,20-May-16,11
66383,Valacyclovir,Cold Sores,"""At the first sign of a cold sore, I have taken 2 g of valacyclovir (once at first sign then again 12 hours later) and managed to prevent them from forming. As soon as I notice the tingle, I take it. Sometimes I get a little bit of a stomachache from it, but eating a moderate amount with it seems to prevent that. The mild stomachache is much more tolerable than cold sores though. Overall, I have been very happy with valacyclovir.""",positive,19-Jul-13,8
140685,Escitalopram,Anxiety,"""I started this med after I found out my husband had affair. I was lost, didn&#039;t want to live. All I wanted to do was cry. Been on this medicine for around 3 months, 10 mg to start w/ now up to 20mg. This medicine has been a lifesaver for me. It has even helped save my marriage. I have Been the happiest I have been in awhile! I really love this medication, I finally got myself out of the darker place I was in, the place I hope to never go back to. I&#039;m feeling much stronger day by day. Still have a few moments where I think about what he did but I can deal with it, we deal with it. My depression is about completely gone, my work at my job has improved, I can socialize with others now with no problem. Life is looking better.""",positive,16-Sep-16,23
165233,Phentermine / topiramate,Weight Loss,"""I tried this medicine for 2 months, I lost 9 lbs. It was hard falling asleep at night, most nights I couldn&#039;t fall asleep until 4 or 5 am. It also made me feel depressed.""",negative,2-Aug-13,43
222638,Topamax,Migraine Prevention,"""I was in a car accident with a head injury. I had intractable migraine and other headaches that came and went daily on top of that and three months after the accident my neurologist offered Topamax. It&#039;s been 9 months. I lost a lot of hair; I have the soda is flat thing; the pins and needles; and I have lost weight. I think the brain fog was not noticable because of the brain injury. It took care of my headaches immediately. I didn&#039;t mind the side effects. I ran out of it once and on day two had a seizure. I tried to titrate off recently and the migraine returned with a vengeance so I am still going to be taking it. I don&#039;t mind the side effects in comparison to the headache. Also-I use hypnosis for some of the side effects.""",positive,2-Feb-17,15
107351,Implanon,Birth Control,"""I have had Implanon for two and a half years. The first three months were bliss: no period, no weight gain. Around four months I started to get acne, something I never had in high school and my periods came randomly. Some months I bled for 3 weeks on and off. Other months I would have 2 four day periods about a week apart. I never knew when I would start or stop. At two years I decided the irregular periods were too much and went to my gynecologist. She prescribed me low doses of estrogen. Since starting the estrogen my period have become more regular. All in all Implanon has done it&#039;s job; I am not and have never been pregnant, and the side effects are worth being kid-free for three years.""",positive,14-Nov-11,0
75881,Temazepam,Insomnia,"""I just started taking this medication 30mgs at bed time and it works great, but I also take 2mgs of Xanax in the morning and 2mgs at night so it really works well.""",positive,29-Jan-12,22
190765,Oxybutynin,Overactive Bladde,"""I&#039;ve tried the others that dry your eyes and mouth, blurr your vision and even paralyze your muscles so that you can&#039;t urinate without concentrating on it. This one is the winner. It cuts incontinence and overactive bladder with no side effects. I love it.""",positive,10-Feb-09,33
165818,Levonorgestrel,Birth Control,"""I got my Kyleena put in March 15th. The insertion was very uncomfortable but quick. I have only had very light spotting off and on since I had it placed. I have had a lot of cramping. I just hope that this birth control gets rid of my heavy periods and clots.""",positive,27-Mar-17,3
205248,Acetaminophen / aspirin / caffeine,Migraine,"""My Migraine headache starts with what they call Aura, which is blind spots in eyesight (eyesight will be blurry when this happens) and followed by the worst headache ever. From my experience, the Excedrin Migraine doesn&#039;t work when you take it after the headache starts. But when you take it in early stage (which is for me, immediately after experiencing Aura), its very effective. Don&#039;t expect you will be relieved from pain 100 percent, but at least it helps relieving 70 percent of pain.
I would highly recommend to take it in very early stage when the migraine starts.""",positive,28-Dec-15,12
14208,Myrbetriq,Overactive Bladde,"""helped a little but still have a problem with urgency""",negative,11-Jan-16,31
142653,Levonorgestrel,Birth Control,"""I&#039;ve had it since my 2 week exam afterI  had my baby on May 24,2017. A week after insertion I started heavy bleeding. Two weeks later I&#039;m still bleeding!!! I call my Dr. and nurse tells me I should have done research!! I&#039;m so upset with myself. She told me I could bleed for up to SIX months STRAIGHT! I wish Dr. would have said this to me! I want it out. My husband  and I are ready to mess around too and we aren&#039;t the type to do anything if I&#039;m bleeding so yea, its gonna be a problem if I&#039;m like this for so long. I DO NOT recommend it. """,negative,26-Jul-17,1
139492,Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,"""Nuvigil was a blessing when I started it 18 months ago.  I was alert and focused, not depressed, AND retained my creativity!  I think I&#039;ve become dependent upon it since I feel awful without it.  This week the doctor wants me to try going to 250mg since I&#039;ve been a bit down with shorter days and less focused.  Due to cardiac conditions, amphetamines are not really a safe option.  All said, at age 51, it&#039;s been pretty much a wonder drug treating multiple conditions.""",positive,23-Oct-10,31
138008,Ortho Evra,Birth Control,"""This is my first time to use BC and I knew the patch was the only thing for me (cannot remember to take pills)....  This is my second month and I&#039;ve noticed my boobs are staying sore, I&#039;m like crazy emotional and I&#039;m so sleepy....  But no weight gain, no acne breakouts, no red bumps, no nausea..... I was told it could take 3 months to get in your system and I&#039;m hoping that all this will go away next month.... The only thing that worries me is that I have no energy....  Is this a side effect????""",positive,19-Aug-15,2
73319,Ethinyl estradiol / norethindrone,Birth Control,"""I have been taking this pill for about 6 months, to prevent pregnancy. I&#039;ve had regularly light periods and my appetite has drastically decreased, but I haven&#039;t been losing weight. It slowed my sex drive down in the first few months of use, but my drive is back to normal now. I am also very moody, lethargic, and constipated. However, I like it since it is preventing me from getting pregnant and it&#039;s free.""",positive,31-Mar-14,20
223447,Epclusa,Hepatitis C,"""Took for the twelve weeks and was cleared of virus that I have had for almost 20 years. My viral load was in the 2 million range and no side effects at all. It has been 4 months now and still clear. My Doctor chose this treatment over others because I was treated in the early years with the interferon/ ribarvarin, and  it did not work for me.""",positive,27-Sep-17,8
111597,Cipro,Sinusitis,"""Took Cipro for a sinus infection.  Six days in I couldn&#039;t rotate my forearms. 3 years later, numerous doctors, two surgeries and my arms are practically useless.  FDA black box warning on it people. Google the drug. Do not ever take, fluoroquinolones are poison. They were originally developed to give to soldiers exposed to Anthrax.  And try to never take generic.  US Supreme Court says if you do you are not allowed to sue the original drug manufacturer OR the generic company you used. This drug ruined my life.""",negative,15-Oct-16,17
165401,Levonorgestrel,Emergency Contraception,"""OK DONT FREAK OUT! Bc if you&#039;re reading these reviews you&#039;re probably freaking out hoping there&#039;s a way out of the stupid decision you made to have unprotected sex OR begging god for mercy bc your condom broke! Well this stuff works! I had protected sex and at he ended, the condom snapped! OH NO! I&#039;m very fertile I have a little already...so the very next morning I drove to Walmart and bought it. Took it asap and now exactly 6 days later I GOT MY PERIOD!! A week early thank you thank you!""",positive,17-Jun-17,3
91571,Dalfampridine,Multiple Sclerosis,"""On Ampyra for over a year with no real benefit.""",negative,23-Jul-12,55
78822,OnabotulinumtoxinA,Migraine Prevention,"""Tried everything before Botox. This was miraculous!""",positive,11-Apr-14,49
165990,Levonorgestrel,Birth Control,"""wow the side effects! I have never experienced acne like this before....I seriously break out all the time and I&#039;m 31 years old I wanted the 5 year plan but I&#039;m breaking out like I remember 7th grade""",negative,6-Feb-17,4
100643,Desogestrel / ethinyl estradiol,Birth Control,"""I used Apri for 2 yrs but with a gap of a few months in between. When I got on it the second time my symptoms were different than the first time. For the first month I was always nauseous or on the verge of throwing up within literally 30min-1hr of taking the pill [I learned that eating right after helped a lot] But I decided to give it a go until the second month. After that first month I was fine. I did go through a few months of increased appetite but thank goodness I didn&#039;t gain weight some how. Periods are not as painful, long or heavy. My minor acne decreased. my hair is longer and stronger then its ever been. My chest did get bigger now that I think about it. Overall I like Apri especially since it only cost me $9.""",positive,24-Mar-11,4
73940,Ethinyl estradiol / norethindrone,Birth Control,"""I have been taking my first pack of Lo Loestrin Fe and I must say it really works for me. I was a little nervous at first because this is my first time taking birth control and I&#039;ve heard all the negative side effects of taking birth control. I have had spotting [brown-ish color] for three weeks after my period, but that&#039;s normal for the first month. I have breast tenderness and mood swings every now and then, then again it&#039;s expected for the first few months. I have not yet experienced any weight gain. So far I am satisfied, but I wish it wasn&#039;t so expensive.""",positive,1-Feb-12,7
85411,Ethinyl estradiol / norgestimate,Birth Control,"""Works pretty well as birth control but I take it mainly for period regulation. It does well with that too. I don&#039;t mind the weight gain or the fact that I am constantly eating/snacking since I&#039;m pretty active and my metabolism surprisingly keeps up w/my cravings. the most interesting thing I noticed was actually an increase in my sex drive. usually the opposite right? But this stuff makes me want to do it all the time! I stopped it for a month because it was making me way too emotional, I would cry literally every morning at work. But then I noticed a decrease in sexual desire and extreme difficulty getting an orgasm (w my boyfriend AND by myself). needless to say I went right back to taking them. small price to pay for an amazing sex-life.""",positive,29-Apr-15,5
180215,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,"""I want to throw a ticker tape parade for the manufacturers of this medicine. It changed my life. I&#039;m 13 weeks and was flat on my back gagging all day every day. I tried all the tricks and nothing worked until I tried this. I am back in the land of the living and hoping to regain the 10 lbs I lost in the 1st trimester.

I did A LOT of research and there is nothing that indicates that this medicine causes any problems whatsoever for baby. It is probably the best researched medicine on the market to date. Emily Oster&#039;s book Expecting Better has a nice explanation for why it was pulled in the US (but not UK or Canada) for 30 yrs.""",positive,24-Mar-15,21
57004,Saliva substitutes,Mucositis,"""Great product. Company paid the co-pay too.  """,positive,21-Jul-12,17
103120,Estarylla,Birth Control,"""If you haven&#039;t taken Estarylla before, I&#039;d recommend giving it a try. I&#039;ve had pretty much no negative side effects other than a mild nausea after the first few pills in a new pack, and it&#039;s helped a lot with my acne. My periods are also significantly shorter and less severe than they were with no medication/other birth control. Looking at other reviews, this definitely doesn&#039;t work well for some people, but its been really effective for me.""",positive,18-Nov-17,0
49999,Gabapentin,Pain,"""I&#039;ve been on gabapentin for several yrs &amp; it was originally for back pain. I had my L4/5 disc fused then 6 years later had a spinal cord stimulator put in. 4 surgeries later NO RELIEF AT ALL. I&#039;ve been on 300 MG 3x&#039;s a day. But recently my neurologyst decided that I should actually take 600 MG 3x&#039;s a day because I&#039;ve been suffering from migraines since age 7. The thing that I&#039;ve noticed is that my memory is off. I will be in a drive thru &amp; have a list of items that I want off the menu &amp; as soon as they ask me what I want, I draw a blank &amp; look at my son like &quot;HELP&quot; At first I didn&#039;t think anything of it but now it&#039;s becoming habit. Why??""",positive,26-Sep-15,68
118541,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,"""Given Prevpac for H. Pylori. Within 48 hrs of ending the full course of medication I experienced an anaphylactic reaction. Large, round, flat hives formed on the soft of my arms and inner thighs. My hands began to swell, and then I felt my face begin to swell. The swelling moved from left to right across my face, and it eventually began to close my throat and enlarge my tongue. My husband drove me to an urgent care center where I received a shot of Kenalog and a Medrol dose pack. I always list Prevpac as a medicine of which I am allergic.""",negative,15-Nov-17,1
178998,Victoza,Obesity,"""I take this medicine for weight loss only. I am not a diabetic...lost about 20lbs in about four months. The first month saw the most weight loss. I now lose about 4-6 lbs a month. I am happy that I am still losing weight...the only side effect I have had is a random headache but that started when I upped my dosage to 1.8. Yes, the medicine came with some side effects, all drugs do...but you need to take it so see what side effects you may have since everybody is difference. Then you need to out weigh the pros and cons. For me I will put up with the random headache to keep losing the weight.""",positive,6-Oct-11,87
134436,Ketorolac,Pain,"""I had this drug given to me when I was hit by a car as I walked across the street.  I couldn&rsquo;t take meds I was given due to side effects.  My pain was so severe I was given a shot of Toradol. What relief!  It worked extremely well for me.  Four years later I had sciatic nerve pain.  I asked my doctor for a shot of Toradol.  After three days and nights of extreme pain and discomfort, the Toradol shot took it all away. I am so relieved.  No side effects- just good old pain relief!""",positive,14-Nov-17,1
123572,Skyla,Birth Control,"""I just got it today 4/27/17 and the pain is unbearable. My fiance held me the second time after my doctor took it out because I was in tears the first time. I have a 0 pain tolerance. Took 1600mg (2 800mg morning and afternoon) of ibuprofen it does help but so does a heating pad. If anyone has advice for skyla please let me know.""",positive,28-Apr-17,1
14590,Buprenorphine / naloxone,Opiate Dependence,"""I was addicted to oxys in Anchorage for 3 years, buying them off the street.  I dropped out of college, lost several jobs, and hurt every person I cared for just to get high.  I moved away hoping to get away from the drugs, and just ended up at a methadone clinic for another 3 years.  I finally made the choice to start suboxone, it&#039;s only been a week but I feel a hundred times better.""",positive,9-Jun-08,27
59241,Lansoprazole,Stomach Ulce,"""I just started using this and find it really works.""",positive,8-Jan-09,16
225762,Bupropion,Smoking Cessation,"""Bupropion is a miracle! I still had some cravings, a little irritability, a few depressing nightmares- but I quit! I smoked a pack of cigarettes a day for a decade. I have not had a cigarette in over a month, and live with people that smoke in the house. No patches, no gimmicks, just plugging through it with bupropion. I would recommend giving this a go to anyone.""",positive,2-Nov-12,43
136336,Prazosin,Post Traumatic Stress Disorde,"""I started having graphic, vivid nightmares and wasn&#039;t able to tell the difference between being awake and asleep. 
The doctor told me I had PTSD and gave me Prazosin. I was taking 1mg. 

I&#039;m pretty drug sensitive so I could barely move or get up for hours after waking up the next day BUT it immediately stopped my nightmares. Now when I do have nightmares I don&#039;t react to them and I take .5mg as needed when I am feeling anxious. I get a little weak for a few hours but it&#039;s manageable. 

Side effects are totally worth it to not have to live through being terrorized every night not even knowing when I&#039;m awake or alseep.""",positive,8-Jul-15,39
100088,Desogestrel / ethinyl estradiol,Birth Control,"""I switched to this birth control from Gildess fe 1/20 (It made me depressed intensified my anxiety and I was having two periods a month). At first I was skeptical from initial water retention and moodiness but after the first month was over all those initial issues disappeared.""",positive,19-Jan-17,4
66530,Vancomycin,Bacterial Infection,"""I have been battling a C diff infection for a couple months now.  I tried a 10 day (500mg x3) course of Flagyl which didn&#039;t seem to help much. The Flagyl seemed to increase my nausea while only slightly reducing the waves of stomach pain and didn&#039;t seem to improve the diarrhea much at all. A couple days after ending the Flagyl, I was experiencing the worst symptoms of C diff.  I immediately went on Vancomycin.  I just finished a 14 day course (500mgx4) of Vancomycin yesterday, which seems to have cleared up the symptoms.  Vancomycin is extremely expensive (my portion was nearly $2k after insurance picked up the bulk of the cost), but after Flagyl failed, I was glad the Vancomycin seems to have worked with no noticeable side effects.""",positive,11-Oct-11,56
47970,Naproxen / sumatriptan,Migraine,"""This medication really works for me, I wouldn&#039;t know what I would do without it. However, it does upset my stomach a bit.""",positive,26-Oct-09,4
11942,Fastin,Weight Loss,"""I just started using Fastin and I like it better than other diet pills I&#039;ve tried such as Hydroxycut because it doesn&#039;t make me feel sick/ nauseous. BUT it definitely makes my heart rate skyrocket, so for the first couple days I would only take half a pill at a time. A full pill makes my hands tremble and I can hear my pulse in my brain.""",positive,27-Feb-14,134
190129,Protonix,Stomach Ulce,"""Works so well I forget I have a problem until I forget to take it, then I&#039;m reminded the next day...ugh!""",positive,25-May-13,61
87322,Bazedoxifene / conjugated estrogens,Hot Flashes,"""Fantastic! No bloating or weight gain!! Yippee!!! Hot flashes are gone, helped the first week, would have a few here and their but they were mild and by the second month- they are totally gone and sleeping so much better- the feeling of anxiety is gone- life grand again! 
Immmmmm soooo happy!""",positive,18-Aug-16,15
4659,Belviq,Weight Loss,"""Ok sooo I started taking Belviq on July 11,2015. I took 1 pill at 9a I started feeling like I was intoxicated, dizzy &amp; very tired for like a 1/2 an hour. Then my  muscles began to feel alil achy  in both arms,my cheeks on my  face started feeling achy like I had been smiling for 2hrs &amp;lil lower back pain. It all was just  alil discomfort nothing too  alarming that I needed any  pain meds for. After a couple    hours it had passed &amp; so did my appetite. Once I noticed the  time it was 7p so I made                 myself eat a salad &amp; took the 2nd pill. I didnt like the 2nd dosage because it made me feel dizzy &amp; like I just came from a bar. So I only take 1am pill a day. July 11-July18 288lb to 282lb 7 days lost 6lbs &amp; feeln good.""",positive,18-Jul-15,34
15759,Ethinyl estradiol / norethindrone,Birth Control,"""I personally like these birth control pills. I have only been on them for a month but I used to get horrible period pains where I had to stay home from school, couldn&#039;t eat or keep down anything, and had to lay in bed and now with these pills I am getting my period very light with little to no pain. It is a relief! I did get some migraines and sore chest but I got those when I wasn&#039;t on the pill as well. I would recommend birth control if you are having such bad cramps because it really helped me.""",positive,28-Sep-16,3
126968,Metoclopramide,Migraine,"""I&#039;ve been to the ER for migraines too many times to count and have been given every kind of drug that can be given. I woke up this morning with a horrific migraine and vomiting and off I went. They gave me the Reglan/Benadryl combo and within less than a minute the pain was gone. I COULD NOT BELIEVE IT! I&#039;ve never had anything to work so well and so fast. I went home and slept for four hours afterwards. I&#039;m so glad they decided to try this with me.""",positive,16-Jul-17,6
229078,Tadalafil,Erectile Dysfunction,"""Well, I took it for the first time on a Thursday, felt an erection like old days after seeing a hottie. I&#039;ve been getting about 90% hard prior to Cialis. By Friday, I was going all night. And again Saturday and Sunday morning. It is awesome. My Dr said it might be mental anyway. And the Cialis might just be enough to get me back on track.""",positive,6-Sep-15,29
187334,Chloral hydrate,Insomnia,"""Helped with my insomnia 100% until they pulled it off the market. Many thanks to the manufacturer! I had used this medicine for such a long time. I never could sleep before taking this and I still now watch the time go by.  """,positive,18-Jan-13,16
87728,Naproxen,Rheumatoid Arthritis,"""I have been using Aleve for about 6 months.  This medicine helps relieve all my aches and pains.  I&#039;m 68 and working in food industry.  Although I experience severe body and joint pains on a daily basis I take one Aleve on the days I work and can put in 4 to 6 hours pain free.  I have not suffered any side effects so far.  So far none of the other medicines I have tried have been as effective as Aleve.""",positive,29-Aug-09,105
101008,Rexulti,Schizophrenia,"""Has anyone gained weight on this""",positive,9-Feb-17,10
154134,Lialda,"Ulcerative Colitis, Active","""My doctor switched me from Asacol (which was working very well) to Lialda and the results were horrible.  When I started having bad flare ups my gastroenterologist had no clue what do do.  She put me on Remicade over 16 months with no results and I was miserable.  When I suggested that perhaps it was the Lialda that was causing the problems she stated that that was &quot;not likely&quot;.  Well, after about two years of misery and being back on steroids, I switched doctors - a guy who came highly recommended. After a heart to heart consultation with him, he stated he had some patients who did not do well with Lialda and decided to take me off that medication immediately. Within three weeks I was off steroids, back to using Asacol and life is now okay.""",negative,27-Oct-11,37
164612,Diclofenac,Rheumatoid Arthritis,"""I have been on diclofenac 75mg twice a day for 5 years.  The first year I took it 2 X each day.  After the methotrexate began to kick in, I now only take it when needed when I get a flare up.  At the most, only about once per week, sometimes less.  It has made a big difference in helping me manage the pain of rheumatoid arthritis.""",positive,18-Jul-09,23
222052,Fluconazole,Vaginal Yeast Infection,"""Personally, thus drug gives me a fixed drug eruption in the form of a huge, round rash on one of my breasts that is intensively itchy and burns. It feels like a horrible sunburn. Therefore, I am clearly not a fan.""",negative,8-Nov-15,12
181629,Prozac,Depression,"""Prozac really worked for me. It kept my depression under control along with my anxiety. Only side affects is you can forget about sex!!! I also experienced short term memory loss.""",positive,29-Oct-13,44
52957,Maxalt,Migraine,"""This Migraine Med is a must have if you expereince regular Migraines..no side effects!""",positive,3-Mar-08,19
186654,Desvenlafaxine,Depression,"""I absolutely loved Pristiq - great energy - great sex - felt good. I unfortunately suffered a side effect that I couldn&#039;t empty my bladder all the way. So that meant sleep deprivation. My MD thought it was a UTI, but getting off the medicine and seeing a urologist cleared up the symptoms. The urologist said it was a very common side effect of Pristiq. He put me on Flomax for a couple of weeks... Loved Pristiq, hate that I can&#039;t take it.""",negative,10-Oct-09,13
121444,Venlafaxine,Depression,"""This is a terrible pill and I wouldn&#039;t recommend anybody to start this med unless you are ready for the bad side effects of coming off of this med when it doesn&#039;t work . This med cause me to lose about 3 years of memory lose and almost my marriage.""",negative,8-Jan-16,15
207319,Suprep Bowel Prep Kit,Bowel Preparation,"""Took my first dose 2 hours ago. I smelled it and thought to myself &quot;this won&#039;t be too bad.. It smells like cough syrup!&quot; Well, two sips in I was gagging like no other. It took about a half hour to choke it down. Instantly, cramps and the worst nausea I&#039;ve ever experienced. Slowly a headache added to my problems and I&#039;ve been miserable since. First movement just happened and yeah, faucet-butt that won&#039;t shut off! It definitely works. But I&#039;m scared that I won&#039;t be able to get my second dose down.""",negative,30-Jun-17,3
137323,Isotretinoin,Acne,"""19 years old. I experienced acne since 12 on chest, face, neck, and extending to my entire back. Beginning my third month of Claravis and I have ENTIRELY been cured of my acne. I no longer have any pimples and I don&#039;t wear makeup anymore. It&#039;s incredible. 

Side effects: chapped lips. First month: Fatigue""",positive,1-Jul-12,12
76692,Lorcaserin,Weight Loss,"""I have been on Belviq for about 1.5 years - I initially started taking it to lose weight before my wedding last year. From the time I began taking Belviq (August 2015), I started feeling results - although slow - within about a month.  I had several fittings and such before the big day and the seamstress had to keep taking my dress in. I had lost about 20 lbs in ~4 months!  I was amazed!

So here we are two months after my wedding anniversary, and I am currently down ~75lbs.  I started at about 245 - and the last time I weighed myself I was at 170.  I have gone from a size 18/20 to a size 12. I would still like to lose another ~20 lbs, and I have no doubt I&#039;ll get there with Belviq.""",positive,4-Jan-17,67
32681,Budesonide / formoterol,moterol),"""The medicine worked right off the bat, after 30 minutes or so, could breathe much better, and as a smoker, helped my wheezing go away, and not as tired with more energy. NOW the BAD part. I have had a heart attack and have 3 stents. For 3 years, my bp has been perfect at 110/65 with a pulse of 58 to 65 even drinking caffiene and smoking. Since starting this, BP has increased a little, but pulse no matter what stays above 110 24/7, SO, can&#039;t take it for that reason only...""",negative,20-Nov-16,15
177878,Duloxetine,Depression,"""It works well for depression.  Even stopped nerve pain that I didn&#039;t know I had since I had lived with it all my life.  I just thought it was normal to have pins and needle feeling in my nerve endings.  Lifted the depression.  Was okay on anxiety, but still had to take Valium for true panic attacks.  Warning though - getting off this medication can give hard withdrawals. You have to slowly wean yourself off. If not, you will get brain freezes or shivers which are freaky and scary.  Also, extremely irritable coming off of it.""",positive,17-Jun-13,68
145410,Zithromax,Upper Respiratory Tract Infection,"""Works great for strep infection.""",positive,20-Sep-11,27
162197,Denosumab,Osteoporosis,"""Severe leg pain , cramping in legs and feet, bruising.  Not a good med for me.""",negative,3-Feb-16,100
137913,Boniva,Osteoporosis,"""Today I received the results of my bone density test after being on Boniva for two years.  I am delighted to say that there is a reversal of my osteoporosis.  Thank you, Boniva!""",positive,19-Jun-09,92
175393,Scopolamine,Motion Sickness,"""I&#039;ve had terrible motion sickness, and nothing has worked until I used this medication. It worked PERFECT the first few times. I took it everytime I traveled in a plane. However, I&#039;ve noticed the more I use the patch, the worse the side effects have become. After using the patch, I now experience extremely dry throat/eyes/nose, blurred vision, and even nausea. Although it has successfully kept me from becoming sick while traveling up until this point, I&#039;m not sure if this effect will always hold true.""",positive,31-Aug-10,11
27155,Sklice,Head Lice,"""2nd time in 14 month my daughter has lice. Used rid. Day 2 small live lice appeared. Possibly hatched overnight. Called pediatrician and day 2 got a script for Sklice. With coupon &amp; insurance, paid $10. I was so hopeful this was the answer to our prayers. My daughter has very long hair &amp; takes hours to nit pick. I even use a magnifier lamp light to check her head which I highly recommend! Sklice is supposed to kill nits. My older daughter has a microscope &amp;did a little science experiment:out of about 15 nits, 6 were still alive. I have checked her hair daily for 7 days since using Sklice and vacuumed &amp; laundered everything (more than once) &amp; day 7 found a live louse on her head! Retreated with rid and cleaned again! Disappointed w/sklice.""",negative,20-Aug-16,7
188417,ParaGard,Birth Control,"""New to IUD, never had kids. Easy insertion, NO cramping, NO heavy flow -- I wish I&#039;d gotten a ParaGard IUD sooner!""",positive,15-Apr-17,7
65584,Propranolol,mance Anxiety,"""Like most people on here, I have super bad public speaking anxiety.  I&#039;ll freak out months, weeks, days before and essentially just shut down when I have to get up and talk. In the past, I&#039;ve had terrible voice shaking, felt my body go weak and no longer able to stand, my eyes go fuzzy and I can&#039;t see anything. I&#039;ve only used this for one group presentation so far, but it was actually amazing what it did for me. I had a pit in my stomach before I went up because I was unsure if it would kick in or not, but I actually was able to talk! I was articulate and actually able to get through the whole thing really well. Absolutely get it if you&#039;re struggling!""",positive,5-Dec-17,1
162659,Terconazole,Vaginal Yeast Infection,"""This is the meanest diabolical cream. Not sure what sick experiment this is. Do not believe good review, probably someone from drug company. I had instant cramping, burnt the inside of me and the outside. Did not work!! Report to health Canada, the company itself or FDA. Needs to go!!!""",negative,12-Dec-17,0
184259,Hydroxyzine,Anxiety,"""I take it often since I have anxiety a lot at school but now I have been very itchy and have had loss of appetite.. It doesn&#039;t work that well for anxiety and these side effects are horrible. (It&#039;s an as needed)""",negative,25-Dec-15,5
162790,Cefdinir,Tonsillitis/Pharyngitis,"""After 3 days of taking this medication I was suffering from constant gastrointestinal issues, which is something I have never experienced on antibiotics before even with probiotics. On day 4 I began with severe itching, burning, and hives and returned to the doctor. This antibiotic also seemed to have little affect on my original illness. I am now on a Z pack and feel much better. Now I have to be on a long course of Prednisone for my allergic reaction which has yet to subside. This by far has been the worst antibiotic I have ever taken in my life. Never ever again!""",negative,1-Mar-16,5
212442,Lamotrigine,Bipolar Disorde,"""It saved my life and lives of others I came in contact with at times.""",positive,7-Mar-09,42
124385,Skyla,Birth Control,"""26 years old with previously regular periods, lasting 5 days. Cramped, but normal. I dealt with cystic acne during my cycle.  I had sklya
inserted  April 2015, so 6 month now. It was extremely painful. The cramps/pain/bleeding did not stop. It would come on suddenly/severely that it totally had me hit the floor in agony. MRI showed a cyst burst; I never had cysts prior to this. I continued to have horrible cramping/spotting throughout the months and especially during my period. Cystic acne increased to a level I have never experienced before. 6 months later, still horrible acne, period last @2 wks,with bad cramping, 2 weeks in between, and then the period begins again.
It is coming out! I waiting the 6 months, but this is not acceptable.""",negative,27-Oct-15,7
